# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 22:52:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_data_2.json
# init = 2 (Default)
# random
#   seed = 3705727076 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_th.20,y_th.21,y_th.22,y_th.23,y_th.24,y_th.25,y_th.26,y_th.27,y_th.28,y_th.29,y_th.30,y_th.31,y_th.32,y_th.33,y_th.34,y_th.35,y_th.36,y_th.37,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19,y_ppc.20,y_ppc.21,y_ppc.22,y_ppc.23,y_ppc.24,y_ppc.25,y_ppc.26,y_ppc.27,y_ppc.28,y_ppc.29,y_ppc.30,y_ppc.31,y_ppc.32,y_ppc.33,y_ppc.34,y_ppc.35,y_ppc.36,y_ppc.37
-49.4066,0.824113,0.13885,3,11,0,50.8334,1.93458,0.00896055,0.013774,86.0157,0.00805838,-4.04473,-3.98833,-3.93192,-3.87551,-3.8191,-3.76269,-3.70628,-3.64987,-3.59347,-3.53706,-3.48065,-3.42424,-3.36783,-3.31142,-3.25501,-3.1986,-3.1422,-3.08579,-3.02938,-2.97297,-2.91656,-2.86015,-2.80374,-2.74734,-2.69093,-2.63452,-2.57811,-2.5217,-2.46529,-2.40888,-2.35247,-2.29607,-2.23966,-2.18325,-2.12684,-2.07043,-2.01402,-4.04473,-3.98833,-3.93192,-3.87551,-3.8191,-3.76269,-3.70628,-3.64987,-3.59347,-3.53706,-3.48065,-3.42424,-3.36783,-3.31142,-3.25501,-3.1986,-3.1422,-3.08579,-3.02938,-2.97297,-2.91656,-2.86015,-2.80374,-2.74734,-2.69093,-2.63452,-2.57811,-2.5217,-2.46529,-2.40888,-2.35247,-2.29607,-2.23966,-2.18325,-2.12684,-2.07043,-2.01402
-49.7338,0.934212,0.13885,4,17,0,50.2027,1.93595,0.00896865,0.0133585,86.2874,0.008033,-4.04594,-3.98971,-3.93348,-3.87725,-3.82102,-3.76479,-3.70856,-3.65232,-3.59609,-3.53986,-3.48363,-3.4274,-3.37117,-3.31494,-3.25871,-3.20248,-3.14625,-3.09001,-3.03378,-2.97755,-2.92132,-2.86509,-2.80886,-2.75263,-2.6964,-2.64017,-2.58394,-2.5277,-2.47147,-2.41524,-2.35901,-2.30278,-2.24655,-2.19032,-2.13409,-2.07786,-2.02163,-4.04594,-3.98971,-3.93348,-3.87725,-3.82102,-3.76479,-3.70856,-3.65232,-3.59609,-3.53986,-3.48363,-3.4274,-3.37117,-3.31494,-3.25871,-3.20248,-3.14625,-3.09001,-3.03378,-2.97755,-2.92132,-2.86509,-2.80886,-2.75263,-2.6964,-2.64017,-2.58394,-2.5277,-2.47147,-2.41524,-2.35901,-2.30278,-2.24655,-2.19032,-2.13409,-2.07786,-2.02163
-49.0516,1,0.13885,3,15,0,50.1465,1.93581,0.00899627,0.0135956,86.26,0.00803556,-4.04265,-3.98641,-3.93016,-3.87391,-3.81766,-3.76141,-3.70516,-3.64891,-3.59266,-3.53641,-3.48017,-3.42392,-3.36767,-3.31142,-3.25517,-3.19892,-3.14267,-3.08642,-3.03017,-2.97392,-2.91768,-2.86143,-2.80518,-2.74893,-2.69268,-2.63643,-2.58018,-2.52393,-2.46768,-2.41144,-2.35519,-2.29894,-2.24269,-2.18644,-2.13019,-2.07394,-2.01769,-4.04265,-3.98641,-3.93016,-3.87391,-3.81766,-3.76141,-3.70516,-3.64891,-3.59266,-3.53641,-3.48017,-3.42392,-3.36767,-3.31142,-3.25517,-3.19892,-3.14267,-3.08642,-3.03017,-2.97392,-2.91768,-2.86143,-2.80518,-2.74893,-2.69268,-2.63643,-2.58018,-2.52393,-2.46768,-2.41144,-2.35519,-2.29894,-2.24269,-2.18644,-2.13019,-2.07394,-2.01769
-48.9237,0.960275,0.13885,4,15,0,49.3147,1.93564,0.00898751,0.0134233,86.2258,0.00803874,-4.04336,-3.98709,-3.93082,-3.87455,-3.81828,-3.76201,-3.70574,-3.64947,-3.59319,-3.53692,-3.48065,-3.42438,-3.36811,-3.31184,-3.25557,-3.1993,-3.14302,-3.08675,-3.03048,-2.97421,-2.91794,-2.86167,-2.8054,-2.74913,-2.69286,-2.63658,-2.58031,-2.52404,-2.46777,-2.4115,-2.35523,-2.29896,-2.24269,-2.18641,-2.13014,-2.07387,-2.0176,-4.04336,-3.98709,-3.93082,-3.87455,-3.81828,-3.76201,-3.70574,-3.64947,-3.59319,-3.53692,-3.48065,-3.42438,-3.36811,-3.31184,-3.25557,-3.1993,-3.14302,-3.08675,-3.03048,-2.97421,-2.91794,-2.86167,-2.8054,-2.74913,-2.69286,-2.63658,-2.58031,-2.52404,-2.46777,-2.4115,-2.35523,-2.29896,-2.24269,-2.18641,-2.13014,-2.07387,-2.0176
-49.2495,0.993588,0.13885,3,15,0,49.9604,1.9346,0.00894602,0.0138614,86.0211,0.00805788,-4.0464,-3.99,-3.93359,-3.87718,-3.82078,-3.76437,-3.70797,-3.65156,-3.59516,-3.53875,-3.48235,-3.42594,-3.36954,-3.31313,-3.25673,-3.20032,-3.14392,-3.08751,-3.03111,-2.9747,-2.9183,-2.86189,-2.80549,-2.74908,-2.69268,-2.63627,-2.57987,-2.52346,-2.46706,-2.41065,-2.35425,-2.29784,-2.24144,-2.18503,-2.12863,-2.07222,-2.01582,-4.0464,-3.99,-3.93359,-3.87718,-3.82078,-3.76437,-3.70797,-3.65156,-3.59516,-3.53875,-3.48235,-3.42594,-3.36954,-3.31313,-3.25673,-3.20032,-3.14392,-3.08751,-3.03111,-2.9747,-2.9183,-2.86189,-2.80549,-2.74908,-2.69268,-2.63627,-2.57987,-2.52346,-2.46706,-2.41065,-2.35425,-2.29784,-2.24144,-2.18503,-2.12863,-2.07222,-2.01582
-49.4231,0.919013,0.13885,5,31,0,52.5448,1.93348,0.00890537,0.0136056,85.7986,0.00807877,-4.04922,-3.99267,-3.93611,-3.87956,-3.82301,-3.76646,-3.70991,-3.65336,-3.59681,-3.54025,-3.4837,-3.42715,-3.3706,-3.31405,-3.2575,-3.20095,-3.14439,-3.08784,-3.03129,-2.97474,-2.91819,-2.86164,-2.80509,-2.74854,-2.69198,-2.63543,-2.57888,-2.52233,-2.46578,-2.40923,-2.35268,-2.29612,-2.23957,-2.18302,-2.12647,-2.06992,-2.01337,-4.04922,-3.99267,-3.93611,-3.87956,-3.82301,-3.76646,-3.70991,-3.65336,-3.59681,-3.54025,-3.4837,-3.42715,-3.3706,-3.31405,-3.2575,-3.20095,-3.14439,-3.08784,-3.03129,-2.97474,-2.91819,-2.86164,-2.80509,-2.74854,-2.69198,-2.63543,-2.57888,-2.52233,-2.46578,-2.40923,-2.35268,-2.29612,-2.23957,-2.18302,-2.12647,-2.06992,-2.01337
-49.5397,0.98902,0.13885,4,31,0,50.3058,1.93547,0.00897126,0.0129186,86.1925,0.00804185,-4.04491,-3.98862,-3.93233,-3.87604,-3.81974,-3.76345,-3.70716,-3.65086,-3.59457,-3.53828,-3.48199,-3.42569,-3.3694,-3.31311,-3.25681,-3.20052,-3.14423,-3.08793,-3.03164,-2.97535,-2.91906,-2.86276,-2.80647,-2.75018,-2.69388,-2.63759,-2.5813,-2.525,-2.46871,-2.41242,-2.35613,-2.29983,-2.24354,-2.18725,-2.13095,-2.07466,-2.01837,-4.04491,-3.98862,-3.93233,-3.87604,-3.81974,-3.76345,-3.70716,-3.65086,-3.59457,-3.53828,-3.48199,-3.42569,-3.3694,-3.31311,-3.25681,-3.20052,-3.14423,-3.08793,-3.03164,-2.97535,-2.91906,-2.86276,-2.80647,-2.75018,-2.69388,-2.63759,-2.5813,-2.525,-2.46871,-2.41242,-2.35613,-2.29983,-2.24354,-2.18725,-2.13095,-2.07466,-2.01837
-50.5357,0.554673,0.13885,4,23,0,53.9496,1.93663,0.00899736,0.0140978,86.4234,0.00802036,-4.0438,-3.98765,-3.93151,-3.87537,-3.81923,-3.76308,-3.70694,-3.6508,-3.59466,-3.53851,-3.48237,-3.42623,-3.37009,-3.31394,-3.2578,-3.20166,-3.14552,-3.08937,-3.03323,-2.97709,-2.92095,-2.8648,-2.80866,-2.75252,-2.69638,-2.64023,-2.58409,-2.52795,-2.47181,-2.41566,-2.35952,-2.30338,-2.24724,-2.19109,-2.13495,-2.07881,-2.02267,-4.0438,-3.98765,-3.93151,-3.87537,-3.81923,-3.76308,-3.70694,-3.6508,-3.59466,-3.53851,-3.48237,-3.42623,-3.37009,-3.31394,-3.2578,-3.20166,-3.14552,-3.08937,-3.03323,-2.97709,-2.92095,-2.8648,-2.80866,-2.75252,-2.69638,-2.64023,-2.58409,-2.52795,-2.47181,-2.41566,-2.35952,-2.30338,-2.24724,-2.19109,-2.13495,-2.07881,-2.02267
-49.563,0.949006,0.13885,5,31,0,53.3377,1.93699,0.00902228,0.013496,86.495,0.00801372,-4.04158,-3.98549,-3.92939,-3.8733,-3.8172,-3.7611,-3.70501,-3.64891,-3.59281,-3.53672,-3.48062,-3.42453,-3.36843,-3.31233,-3.25624,-3.20014,-3.14405,-3.08795,-3.03185,-2.97576,-2.91966,-2.86357,-2.80747,-2.75137,-2.69528,-2.63918,-2.58309,-2.52699,-2.47089,-2.4148,-2.3587,-2.30261,-2.24651,-2.19041,-2.13432,-2.07822,-2.02212,-4.04158,-3.98549,-3.92939,-3.8733,-3.8172,-3.7611,-3.70501,-3.64891,-3.59281,-3.53672,-3.48062,-3.42453,-3.36843,-3.31233,-3.25624,-3.20014,-3.14405,-3.08795,-3.03185,-2.97576,-2.91966,-2.86357,-2.80747,-2.75137,-2.69528,-2.63918,-2.58309,-2.52699,-2.47089,-2.4148,-2.3587,-2.30261,-2.24651,-2.19041,-2.13432,-2.07822,-2.02212
-49.7287,0.971548,0.13885,4,31,0,50.3076,1.93365,0.00890391,0.0130754,85.8312,0.0080757,-4.04964,-3.99311,-3.93658,-3.88005,-3.82352,-3.76699,-3.71046,-3.65393,-3.5974,-3.54087,-3.48434,-3.42781,-3.37128,-3.31475,-3.25822,-3.20169,-3.14516,-3.08863,-3.0321,-2.97557,-2.91904,-2.86251,-2.80598,-2.74945,-2.69292,-2.63639,-2.57986,-2.52333,-2.4668,-2.41027,-2.35374,-2.29721,-2.24068,-2.18415,-2.12762,-2.07109,-2.01456,-4.04964,-3.99311,-3.93658,-3.88005,-3.82352,-3.76699,-3.71046,-3.65393,-3.5974,-3.54087,-3.48434,-3.42781,-3.37128,-3.31475,-3.25822,-3.20169,-3.14516,-3.08863,-3.0321,-2.97557,-2.91904,-2.86251,-2.80598,-2.74945,-2.69292,-2.63639,-2.57986,-2.52333,-2.4668,-2.41027,-2.35374,-2.29721,-2.24068,-2.18415,-2.12762,-2.07109,-2.01456
-49.1941,0.846384,0.13885,3,11,0,50.5903,1.93416,0.00893856,0.0132528,85.9338,0.00806606,-4.04655,-3.99009,-3.93363,-3.87717,-3.8207,-3.76424,-3.70778,-3.65132,-3.59485,-3.53839,-3.48193,-3.42547,-3.369,-3.31254,-3.25608,-3.19962,-3.14315,-3.08669,-3.03023,-2.97377,-2.9173,-2.86084,-2.80438,-2.74792,-2.69145,-2.63499,-2.57853,-2.52207,-2.4656,-2.40914,-2.35268,-2.29622,-2.23976,-2.18329,-2.12683,-2.07037,-2.01391,-4.04655,-3.99009,-3.93363,-3.87717,-3.8207,-3.76424,-3.70778,-3.65132,-3.59485,-3.53839,-3.48193,-3.42547,-3.369,-3.31254,-3.25608,-3.19962,-3.14315,-3.08669,-3.03023,-2.97377,-2.9173,-2.86084,-2.80438,-2.74792,-2.69145,-2.63499,-2.57853,-2.52207,-2.4656,-2.40914,-2.35268,-2.29622,-2.23976,-2.18329,-2.12683,-2.07037,-2.01391
-49.4049,0.982953,0.13885,3,11,0,49.7717,1.93415,0.00891951,0.0131441,85.9304,0.00806638,-4.04866,-3.9922,-3.93573,-3.87927,-3.8228,-3.76634,-3.70987,-3.65341,-3.59694,-3.54048,-3.48401,-3.42755,-3.37108,-3.31462,-3.25815,-3.20169,-3.14523,-3.08876,-3.0323,-2.97583,-2.91937,-2.8629,-2.80644,-2.74997,-2.69351,-2.63704,-2.58058,-2.52411,-2.46765,-2.41118,-2.35472,-2.29826,-2.24179,-2.18533,-2.12886,-2.0724,-2.01593,-4.04866,-3.9922,-3.93573,-3.87927,-3.8228,-3.76634,-3.70987,-3.65341,-3.59694,-3.54048,-3.48401,-3.42755,-3.37108,-3.31462,-3.25815,-3.20169,-3.14523,-3.08876,-3.0323,-2.97583,-2.91937,-2.8629,-2.80644,-2.74997,-2.69351,-2.63704,-2.58058,-2.52411,-2.46765,-2.41118,-2.35472,-2.29826,-2.24179,-2.18533,-2.12886,-2.0724,-2.01593
-50.2129,0.998737,0.13885,5,31,0,52.083,1.93654,0.00902539,0.0140933,86.4057,0.00802201,-4.04055,-3.9844,-3.92824,-3.87209,-3.81593,-3.75978,-3.70363,-3.64747,-3.59132,-3.53516,-3.47901,-3.42286,-3.3667,-3.31055,-3.25439,-3.19824,-3.14209,-3.08593,-3.02978,-2.97362,-2.91747,-2.86131,-2.80516,-2.74901,-2.69285,-2.6367,-2.58054,-2.52439,-2.46824,-2.41208,-2.35593,-2.29977,-2.24362,-2.18747,-2.13131,-2.07516,-2.019,-4.04055,-3.9844,-3.92824,-3.87209,-3.81593,-3.75978,-3.70363,-3.64747,-3.59132,-3.53516,-3.47901,-3.42286,-3.3667,-3.31055,-3.25439,-3.19824,-3.14209,-3.08593,-3.02978,-2.97362,-2.91747,-2.86131,-2.80516,-2.74901,-2.69285,-2.6367,-2.58054,-2.52439,-2.46824,-2.41208,-2.35593,-2.29977,-2.24362,-2.18747,-2.13131,-2.07516,-2.019
-50.6056,0.955345,0.13885,4,15,0,51.5156,1.93636,0.00900465,0.0143037,86.3703,0.0080253,-4.04258,-3.9864,-3.93022,-3.87405,-3.81787,-3.76169,-3.70551,-3.64934,-3.59316,-3.53698,-3.48081,-3.42463,-3.36845,-3.31227,-3.2561,-3.19992,-3.14374,-3.08757,-3.03139,-2.97521,-2.91904,-2.86286,-2.80668,-2.7505,-2.69433,-2.63815,-2.58197,-2.5258,-2.46962,-2.41344,-2.35726,-2.30109,-2.24491,-2.18873,-2.13256,-2.07638,-2.0202,-4.04258,-3.9864,-3.93022,-3.87405,-3.81787,-3.76169,-3.70551,-3.64934,-3.59316,-3.53698,-3.48081,-3.42463,-3.36845,-3.31227,-3.2561,-3.19992,-3.14374,-3.08757,-3.03139,-2.97521,-2.91904,-2.86286,-2.80668,-2.7505,-2.69433,-2.63815,-2.58197,-2.5258,-2.46962,-2.41344,-2.35726,-2.30109,-2.24491,-2.18873,-2.13256,-2.07638,-2.0202
-49.6407,0.999215,0.13885,4,15,0,52.0079,1.93691,0.00903865,0.0135249,86.4787,0.00801523,-4.03964,-3.98354,-3.92743,-3.87133,-3.81522,-3.75911,-3.70301,-3.6469,-3.59079,-3.53469,-3.47858,-3.42247,-3.36637,-3.31026,-3.25415,-3.19805,-3.14194,-3.08583,-3.02973,-2.97362,-2.91751,-2.86141,-2.8053,-2.74919,-2.69309,-2.63698,-2.58087,-2.52477,-2.46866,-2.41255,-2.35645,-2.30034,-2.24423,-2.18813,-2.13202,-2.07591,-2.01981,-4.03964,-3.98354,-3.92743,-3.87133,-3.81522,-3.75911,-3.70301,-3.6469,-3.59079,-3.53469,-3.47858,-3.42247,-3.36637,-3.31026,-3.25415,-3.19805,-3.14194,-3.08583,-3.02973,-2.97362,-2.91751,-2.86141,-2.8053,-2.74919,-2.69309,-2.63698,-2.58087,-2.52477,-2.46866,-2.41255,-2.35645,-2.30034,-2.24423,-2.18813,-2.13202,-2.07591,-2.01981
-49.7793,0.872637,0.13885,2,3,0,50.3427,1.93647,0.00903297,0.0135045,86.3922,0.00802326,-4.03961,-3.98344,-3.92728,-3.87112,-3.81496,-3.75879,-3.70263,-3.64647,-3.5903,-3.53414,-3.47798,-3.42182,-3.36565,-3.30949,-3.25333,-3.19716,-3.141,-3.08484,-3.02868,-2.97251,-2.91635,-2.86019,-2.80402,-2.74786,-2.6917,-2.63554,-2.57937,-2.52321,-2.46705,-2.41088,-2.35472,-2.29856,-2.2424,-2.18623,-2.13007,-2.07391,-2.01775,-4.03961,-3.98344,-3.92728,-3.87112,-3.81496,-3.75879,-3.70263,-3.64647,-3.5903,-3.53414,-3.47798,-3.42182,-3.36565,-3.30949,-3.25333,-3.19716,-3.141,-3.08484,-3.02868,-2.97251,-2.91635,-2.86019,-2.80402,-2.74786,-2.6917,-2.63554,-2.57937,-2.52321,-2.46705,-2.41088,-2.35472,-2.29856,-2.2424,-2.18623,-2.13007,-2.07391,-2.01775
